CLIENT_CODE,FILE_NBR,SUBMISSION_NUMBER,LINE_NUMBER,INPATIENT_REVENUE,OUTPATIENT_REVENUE,TOTAL_REVENUE,INPATIENT_DEDUCTION,OUTPATIENT_DEDUCTION,TOTAL_DEDUCTION,NET_INPATIENT_REVENUE,NET_OUTPATIENT_REVENUE,NET_PATIENT_REVENUE
23,110044,1.10044070120181e+35,13,,,,,,,,,
23,110044,1.10044070120181e+35,14,413103,,413103,129838,,129838,283265,,283265
23,110044,1.10044070120181e+35,15,,,,,,,,,
23,110044,1.10044070120181e+35,16,,,,,,,,,
23,110044,1.10044070120181e+35,17,,,,,,,,,
23,110044,1.10044070120181e+35,18,,,,,,,,,
23,110044,1.10044070120181e+35,19,7207870,0,7207870,4053653,0,4053653,3154217,0,3154217
23,110044,1.10044070120181e+35,20,,,,,,,,,
23,110044,1.10044070120181e+35,21,7207870,0,7207870,4053653,0,4053653,3154217,0,3154217
23,110044,1.10044070120181e+35,22,,,1357804,,,839822,,,517982
23,110045,1.10045010120191e+35,1,,,,393725,,393725,-393725,,-393725
23,110045,1.10045010120191e+35,2,59731,,59731,,,,59731,,59731
23,110045,1.10045010120191e+35,3,,,,,,,,,
23,110045,1.10045010120191e+35,4,,,,1690,,1690,-1690,,-1690
23,110045,1.10045010120191e+35,5,25582826,,25582826,4080964,,4080964,21501862,,21501862
23,110045,1.10045010120191e+35,6,736899,,736899,311169,,311169,425730,,425730
23,110045,1.10045010120191e+35,7,,,,,,,,,
23,110045,1.10045010120191e+35,8,,,,,,,,,
23,110045,1.10045010120191e+35,9,,,,,,,,,
23,110045,1.10045010120191e+35,10,5071907,,5071907,1651479,,1651479,3420428,,3420428
23,110045,1.10045010120191e+35,11,349993,,349993,80871,,80871,269122,,269122
23,110045,1.10045010120191e+35,12,5414174,,5414174,1795340,,1795340,3618834,,3618834
23,110045,1.10045010120191e+35,13,,,,,,,,,
23,110045,1.10045010120191e+35,14,582260,,582260,218730,,218730,363530,,363530
23,110045,1.10045010120191e+35,15,,,,,,,,,
23,110045,1.10045010120191e+35,16,,,,,,,,,
23,110045,1.10045010120191e+35,17,,,,70536,,70536,-70536,,-70536
23,110045,1.10045010120191e+35,18,,,,,,,,,
23,110045,1.10045010120191e+35,19,37797790,0,37797790,8604504,0,8604504,29193286,0,29193286
23,110045,1.10045010120191e+35,20,,,,,,,,,
23,110045,1.10045010120191e+35,21,37797790,0,37797790,8604504,0,8604504,29193286,0,29193286
23,110045,1.10045010120191e+35,22,,,10836074,,,3527690,,,7308384
23,110047,1.10047010120191e+35,1,,,,1401628,,1401628,-1401628,,-1401628
23,110047,1.10047010120191e+35,2,7117000,,7117000,,,,7117000,,7117000
23,110047,1.10047010120191e+35,3,,,,,,,,,
23,110047,1.10047010120191e+35,4,,,,6976778,,6976778,-6976778,,-6976778
23,110047,1.10047010120191e+35,5,5339400,,5339400,3416567,,3416567,1922833,,1922833
23,110047,1.10047010120191e+35,6,,,,,,,,,
23,110047,1.10047010120191e+35,7,8496400,,8496400,4501435,,4501435,3994965,,3994965
23,110047,1.10047010120191e+35,8,,,,,,,,,
23,110047,1.10047010120191e+35,9,,,,,,,,,
23,110047,1.10047010120191e+35,10,5229400,,5229400,3509872,,3509872,1719528,,1719528
23,110047,1.10047010120191e+35,11,,,,,,,,,
23,110047,1.10047010120191e+35,12,34163837,125508,34289345,22852893,7997,22860890,11310944,117511,11428455
23,110047,1.10047010120191e+35,13,,,,,,,,,
23,110047,1.10047010120191e+35,14,,,,,,,,,
23,110047,1.10047010120191e+35,15,,,,,,,,,
23,110047,1.10047010120191e+35,16,,,,,,,,,
23,110047,1.10047010120191e+35,17,,,,,,,,,
23,110047,1.10047010120191e+35,18,,,,,,,,,
23,110047,1.10047010120191e+35,19,60346037,125508,60471545,42659173,7997,42667170,17686864,117511,17804375
23,110047,1.10047010120191e+35,20,,,,,,,,,
23,110047,1.10047010120191e+35,21,60346037,125508,60471545,42659173,7997,42667170,17686864,117511,17804375
23,110047,1.10047010120191e+35,22,,,39518745,,,26370762,,,13147983
23,110049,1.10049010120191e+35,1,,,,672851,,672851,-672851,,-672851
23,110049,1.10049010120191e+35,2,2791800,4220,2796020,,,,2791800,4220,2796020
23,110049,1.10049010120191e+35,3,,,,,,,,,
23,110049,1.10049010120191e+35,4,,,,2364025,2084,2366109,-2364025,-2084,-2366109
23,110049,1.10049010120191e+35,5,5907000,367615,6274615,3208365,276881,3485246,2698635,90734,2789369
23,110049,1.10049010120191e+35,6,,,,,,,,,
23,110049,1.10049010120191e+35,7,607200,,607200,368376,,368376,238824,,238824
23,110049,1.10049010120191e+35,8,,,,,,,,,
23,110049,1.10049010120191e+35,9,,,,,,,,,
23,110049,1.10049010120191e+35,10,4006200,157415,4163615,2309928,94617,2404545,1696272,62798,1759070
23,110049,1.10049010120191e+35,11,,,,,,,,,
23,110049,1.10049010120191e+35,12,17629549,440137,18069686,13133591,326593,13460184,4495958,113544,4609502
23,110049,1.10049010120191e+35,13,,,,,,,,,
23,110049,1.10049010120191e+35,14,,,,,,,,,
23,110049,1.10049010120191e+35,15,,,,,,,,,
23,110049,1.10049010120191e+35,16,,,,,,,,,
23,110049,1.10049010120191e+35,17,,,,,,,,,
23,110049,1.10049010120191e+35,18,,,,,,,,,
23,110049,1.10049010120191e+35,19,30941749,969387,31911136,22057136,700175,22757311,8884613,269212,9153825
23,110049,1.10049010120191e+35,20,,,,,,,,,
23,110049,1.10049010120191e+35,21,30941749,969387,31911136,22057136,700175,22757311,8884613,269212,9153825
23,110049,1.10049010120191e+35,22,,,22233301,,,15864729,,,6368572
23,110051,1.10051010120191e+35,1,,,,76192,,76192,-76192,,-76192
23,110051,1.10051010120191e+35,2,176400,,176400,,,,176400,,176400
23,110051,1.10051010120191e+35,3,,,,,,,,,
23,110051,1.10051010120191e+35,4,,,,162400,,162400,-162400,,-162400
23,110051,1.10051010120191e+35,5,,,,,,,,,
23,110051,1.10051010120191e+35,6,,,,,,,,,
23,110051,1.10051010120191e+35,7,5798800,,5798800,2396247,,2396247,3402553,,3402553
23,110051,1.10051010120191e+35,8,,,,,,,,,
23,110051,1.10051010120191e+35,9,,,,,,,,,
23,110051,1.10051010120191e+35,10,,,,,,,,,
23,110051,1.10051010120191e+35,11,,,,,,,,,
23,110051,1.10051010120191e+35,12,,,,,,,,,
23,110051,1.10051010120191e+35,13,,,,,,,,,
23,110051,1.10051010120191e+35,14,11326000,,11326000,6704216,,6704216,4621784,,4621784
23,110051,1.10051010120191e+35,15,,,,,,,,,
23,110051,1.10051010120191e+35,16,,,,,,,,,
23,110051,1.10051010120191e+35,17,,,,,,,,,
23,110051,1.10051010120191e+35,18,,,,,,,,,
23,110051,1.10051010120191e+35,19,17301200,0,17301200,9339055,0,9339055,7962145,0,7962145
23,110051,1.10051010120191e+35,20,,,,,,,,,
23,110051,1.10051010120191e+35,21,17301200,0,17301200,9339055,0,9339055,7962145,0,7962145
23,110051,1.10051010120191e+35,22,,,0,,,0,,,0
23,110054,1.10054010120191e+35,1,,,,,,,,,
23,110054,1.10054010120191e+35,2,3931500,,3931500,,,,3931500,,3931500
23,110054,1.10054010120191e+35,3,,,,,,,,,
23,110054,1.10054010120191e+35,4,,,,3931500,,3931500,-3931500,,-3931500
23,110054,1.10054010120191e+35,5,15936000,1290960,17226960,8637683,968221,9605904,7298317,322739,7621056
23,110054,1.10054010120191e+35,6,,,,,,,,,
23,110054,1.10054010120191e+35,7,,,,,,,,,
23,110054,1.10054010120191e+35,8,,,,,,,,,
23,110054,1.10054010120191e+35,9,,,,,,,,,
23,110054,1.10054010120191e+35,10,,,,,,,,,
23,110054,1.10054010120191e+35,11,,,,,,,,,
23,110054,1.10054010120191e+35,12,17431500,2965215,20396715,11669870,2223914,13893784,5761630,741301,6502931
23,110054,1.10054010120191e+35,13,,,,,,,,,
23,110054,1.10054010120191e+35,14,713228,,713228,561491,,561491,151737,,151737
23,110054,1.10054010120191e+35,15,,,,,,,,,
23,110054,1.10054010120191e+35,16,,,,,,,,,
23,110054,1.10054010120191e+35,17,,,,,,,,,
23,110054,1.10054010120191e+35,18,,,,,,,,,
23,110054,1.10054010120191e+35,19,38012228,4256175,42268403,24800544,3192135,27992679,13211684,1064040,14275724
23,110054,1.10054010120191e+35,20,,,,,,,,,
23,110054,1.10054010120191e+35,21,38012228,4256175,42268403,24800544,3192135,27992679,13211684,1064040,14275724
23,110054,1.10054010120191e+35,22,,,20396715,,,13893784,,,6502931
23,110199,1.10199010120191e+35,1,,,,14232472,10548705,24781177,-14232472,-10548705,-24781177
23,110199,1.10199010120191e+35,2,44941074,28002399,72943473,,,,44941074,28002399,72943473
23,110199,1.10199010120191e+35,3,,,,,,,,,
23,110199,1.10199010120191e+35,4,,,,30397,70483,100880,-30397,-70483,-100880
23,110199,1.10199010120191e+35,5,9159420,4313599,13473019,7859346,3822418,11681764,1300074,491181,1791255
23,110199,1.10199010120191e+35,6,103914070,29385549,133299619,86523997,24148941,110672938,17390073,5236608,22626681
23,110199,1.10199010120191e+35,7,20710310,12024346,32734656,16597526,8021970,24619496,4112784,4002376,8115160
23,110199,1.10199010120191e+35,8,,,,,,,,,
23,110199,1.10199010120191e+35,9,,,,,,,,,
23,110199,1.10199010120191e+35,10,,108927,108927,,34564,34564,,74363,74363
23,110199,1.10199010120191e+35,11,507517026,527207271,1034724297,421315052,401016091,822331143,86201974,126191180,212393154
23,110199,1.10199010120191e+35,12,134299154,138826233,273125387,59773123,74632578,134405701,74526031,64193655,138719686
23,110199,1.10199010120191e+35,13,132339049,144467310,276806359,58793152,77453668,136246820,73545897,67013642,140559539
23,110199,1.10199010120191e+35,14,6698221,5829213,12527434,2493344,2841675,5335019,4204877,2987538,7192415
23,110199,1.10199010120191e+35,15,,,,,,,,,
23,110199,1.10199010120191e+35,16,,,,,,,,,
23,110199,1.10199010120191e+35,17,,,,20635645,13899803,34535448,-20635645,-13899803,-34535448
23,110199,1.10199010120191e+35,18,,,,,,,,,
23,110199,1.10199010120191e+35,19,959578324,890164847,1849743171,688254054,616490896,1304744950,271324270,273673951,544998221
23,110199,1.10199010120191e+35,20,,,,,,,,,
23,110199,1.10199010120191e+35,21,959578324,890164847,1849743171,688254054,616490896,1304744950,271324270,273673951,544998221
23,110199,1.10199010120191e+35,22,,,1584764970,,,1093018228,,,491746742
23,110403,1.10403010120191e+35,1,,,,14551344,14246817,28798161,-14551344,-14246817,-28798161
23,110403,1.10403010120191e+35,2,68652548,106152061,174804609,,,,68652548,106152061,174804609
23,110403,1.10403010120191e+35,3,,,,,,,,,
23,110403,1.10403010120191e+35,4,,,,34356110,30811405,65167515,-34356110,-30811405,-65167515
23,110403,1.10403010120191e+35,5,349070829,203304108,552374937,316651575,192708633,509360208,32419254,10595475,43014729
23,110403,1.10403010120191e+35,6,58612454,20754263,79366717,56773629,20153285,76926914,1838825,600978,2439803
23,110403,1.10403010120191e+35,7,27783551,35111872,62895423,1639580,5280019,6919599,26143971,29831853,55975824
23,110403,1.10403010120191e+35,8,,,,,,,,,
23,110403,1.10403010120191e+35,9,,,,,,,,,
23,110403,1.10403010120191e+35,10,253295202,182707686,436002888,232067183,172370480,404437663,21228019,10337206,31565225
23,110403,1.10403010120191e+35,11,104445943,98628122,203074065,98863817,94585348,193449165,5582126,4042774,9624900
23,110403,1.10403010120191e+35,12,243526195,414702917,658229112,190628612,353706767,544335379,52897583,60996150,113893733
23,110403,1.10403010120191e+35,13,,,,,,,,,
23,110403,1.10403010120191e+35,14,2480897,14496125,16977022,2143394,11296210,13439604,337503,3199915,3537418
23,110403,1.10403010120191e+35,15,,,,,,,,,
23,110403,1.10403010120191e+35,16,,,,1299173,1246940,2546113,-1299173,-1246940,-2546113
23,110403,1.10403010120191e+35,17,,,,48428328,92002244,140430572,-48428328,-92002244,-140430572
23,110403,1.10403010120191e+35,18,,,,,,,,,
23,110403,1.10403010120191e+35,19,1107867619,1075857154,2183724773,997402745,988408148,1985810893,110464874,87449006,197913880
23,110403,1.10403010120191e+35,20,2823402,5362783,8186185,2594544,4786555,7381099,228858,576228,805086
23,110403,1.10403010120191e+35,21,1105044217,1070494371,2175538588,994808201,983621593,1978429794,110236016,86872778,197108794
23,110403,1.10403010120191e+35,22,,,1297306065,,,1142222207,,,155083858
23,111520,1.11520010120191e+35,1,,,,-22000,0,-22000,22000,0,22000
23,111520,1.11520010120191e+35,2,,,,,,,,,
23,111520,1.11520010120191e+35,3,,,,,,,,,
23,111520,1.11520010120191e+35,4,,,,,,,,,
23,111520,1.11520010120191e+35,5,,,,,,,,,
23,111520,1.11520010120191e+35,6,,,,,,,,,
23,111520,1.11520010120191e+35,7,7058730,,7058730,2578654,,2578654,4480076,,4480076
23,111520,1.11520010120191e+35,8,,,,,,,,,
23,111520,1.11520010120191e+35,9,,,,,,,,,
23,111520,1.11520010120191e+35,10,,,,,,,,,
23,111520,1.11520010120191e+35,11,,,,,,,,,
23,111520,1.11520010120191e+35,12,,,,,,,,,
23,111520,1.11520010120191e+35,13,,,,,,,,,
23,111520,1.11520010120191e+35,14,,,,,,,,,
23,111520,1.11520010120191e+35,15,,,,,,,,,
23,111520,1.11520010120191e+35,16,,,,,,,,,
23,111520,1.11520010120191e+35,17,,,,,,,,,
23,111520,1.11520010120191e+35,18,,,,,,,,,
23,111520,1.11520010120191e+35,19,7058730,0,7058730,2556654,0,2556654,4502076,0,4502076
23,111520,1.11520010120191e+35,20,,,,,,,,,
23,111520,1.11520010120191e+35,21,7058730,0,7058730,2556654,0,2556654,4502076,0,4502076
23,111520,1.11520010120191e+35,22,,,0,,,0,,,0
23,111527,1.1152705012018e+35,1,,,,54488232,72030126,126518358,-54488232,-72030126,-126518358
23,111527,1.1152705012018e+35,2,114914542,133993797,248908339,,,,114914542,133993797,248908339
23,111527,1.1152705012018e+35,3,,,,,,,,,
23,111527,1.1152705012018e+35,4,,,,51274275,45114115,96388390,-51274275,-45114115,-96388390
23,111527,1.1152705012018e+35,5,391464399,313817870,705282269,342511438,287686794,630198232,48952961,26131076,75084037
23,111527,1.1152705012018e+35,6,84187408,43316999,127504407,78345049,40793081,119138130,5842359,2523918,8366277
23,111527,1.1152705012018e+35,7,,,,,,,,,
23,111527,1.1152705012018e+35,8,,,,,,,,,
23,111527,1.1152705012018e+35,9,,,,,,,,,
23,111527,1.1152705012018e+35,10,505212202,363101080,868313282,426490740,321870047,748360787,78721462,41231033,119952495
23,111527,1.1152705012018e+35,11,159897781,163374299,323272080,147730701,151067377,298798078,12167080,12306922,24474002
23,111527,1.1152705012018e+35,12,386212495,703691387,1089903882,277999257,543230896,821230153,108213238,160460491,268673729
23,111527,1.1152705012018e+35,13,127835695,188366013,316201708,85597193,140773121,226370314,42238502,47592892,89831394
23,111527,1.1152705012018e+35,14,6466291,14564246,21030537,4123252,8480934,12604186,2343039,6083312,8426351
23,111527,1.1152705012018e+35,15,,,,,,,,,
23,111527,1.1152705012018e+35,16,,,,,,,,,
23,111527,1.1152705012018e+35,17,,,,18706284,32145561,50851845,-18706284,-32145561,-50851845
23,111527,1.1152705012018e+35,18,,,,,,,,,
23,111527,1.1152705012018e+35,19,1776190813,1924225691,3700416504,1487266421,1643192052,3130458473,288924392,281033639,569958031
23,111527,1.1152705012018e+35,20,2370108,43499656,45869764,1752529,32164952,33917481,617579,11334704,11952283
23,111527,1.1152705012018e+35,21,1773820705,1880726035,3654546740,1485513892,1611027100,3096540992,288306813,269698935,558005748
23,111527,1.1152705012018e+35,22,,,2597690952,,,2094759332,,,502931620
23,120007,1.20007100120181e+35,1,,,,1143505,4701270,5844775,-1143505,-4701270,-5844775
23,120007,1.20007100120181e+35,2,21003682,33248240,54251922,,,,21003682,33248240,54251922
23,120007,1.20007100120181e+35,3,,,,,,,,,
23,120007,1.20007100120181e+35,4,,,,23560149,27065750,50625899,-23560149,-27065750,-50625899
23,120007,1.20007100120181e+35,5,103522799,63055857,166578656,91444961,52965976,144410937,12077838,10089881,22167719
23,120007,1.20007100120181e+35,6,12167532,16785810,28953342,10546883,10240350,20787233,1620649,6545460,8166109
23,120007,1.20007100120181e+35,7,16467443,16762239,33229682,8953489,12163684,21117173,7513954,4598555,12112509
23,120007,1.20007100120181e+35,8,,,,,,,,,
23,120007,1.20007100120181e+35,9,,,,,,,,,
23,120007,1.20007100120181e+35,10,86471936,63153851,149625787,75428872,54130354,129559226,11043064,9023497,20066561
23,120007,1.20007100120181e+35,11,17981910,36411466,54393376,14841550,33436492,48278042,3140360,2974974,6115334
23,120007,1.20007100120181e+35,12,14429862,24744711,39174573,8167405,16423349,24590754,6262457,8321362,14583819
23,120007,1.20007100120181e+35,13,28006234,57325531,85331765,11659803,27558278,39218081,16346431,29767253,46113684
23,120007,1.20007100120181e+35,14,764525,9259115,10023640,682488,4428834,5111322,82037,4830281,4912318
23,120007,1.20007100120181e+35,15,,,,2291447,10293886,12585333,-2291447,-10293886,-12585333
23,120007,1.20007100120181e+35,16,,,,4291572,8953974,13245546,-4291572,-8953974,-13245546
23,120007,1.20007100120181e+35,17,,,,562040,892648,1454688,-562040,-892648,-1454688
23,120007,1.20007100120181e+35,18,,,,,,,,,
23,120007,1.20007100120181e+35,19,300815923,320746820,621562743,253574164,263254845,516829009,47241759,57491975,104733734
23,120007,1.20007100120181e+35,20,,,,,,,,,
23,120007,1.20007100120181e+35,21,300815923,320746820,621562743,253574164,263254845,516829009,47241759,57491975,104733734
23,120007,1.20007100120181e+35,22,,,328525501,,,241646103,,,86879398
23,23960011,2.39600110101202e+37,1,,,,2057539,,2057539,-2057539,,-2057539
23,23960011,2.39600110101202e+37,2,2478800,,2478800,,,,2478800,,2478800
23,23960011,2.39600110101202e+37,3,,,,,,,,,
23,23960011,2.39600110101202e+37,4,,,,1438290,,1438290,-1438290,,-1438290
23,23960011,2.39600110101202e+37,5,81249530,,81249530,66611384,,66611384,14638146,,14638146
23,23960011,2.39600110101202e+37,6,477380,,477380,-46787,,-46787,524167,,524167
23,23960011,2.39600110101202e+37,7,,,,,,,,,
23,23960011,2.39600110101202e+37,8,,,,,,,,,
23,23960011,2.39600110101202e+37,9,,,,,,,,,
23,23960011,2.39600110101202e+37,10,32544337,,32544337,27808723,,27808723,4735614,,4735614
23,23960011,2.39600110101202e+37,11,12284529,,12284529,10678096,,10678096,1606433,,1606433
23,23960011,2.39600110101202e+37,12,,,,,,,,,
23,23960011,2.39600110101202e+37,13,12693565,,12693565,8929132,,8929132,3764433,,3764433
23,23960011,2.39600110101202e+37,14,,,,,,,,,
23,23960011,2.39600110101202e+37,15,,,,,,,,,
23,23960011,2.39600110101202e+37,16,,,,,,,,,
23,23960011,2.39600110101202e+37,17,,,,,,,,,
23,23960011,2.39600110101202e+37,18,,,,,,,,,
23,23960011,2.39600110101202e+37,19,141728141,0,141728141,117476377,0,117476377,24251764,0,24251764
23,23960011,2.39600110101202e+37,20,,,,,,,,,
23,23960011,2.39600110101202e+37,21,141728141,0,141728141,117476377,0,117476377,24251764,0,24251764
23,23960011,2.39600110101202e+37,22,,,57522431,,,47415951,,,10106480
23,23960013,2.39600130101202e+37,1,,,,237669,,237669,-237669,,-237669
23,23960013,2.39600130101202e+37,2,444865,,444865,,,,444865,,444865
23,23960013,2.39600130101202e+37,3,,,,,,,,,
23,23960013,2.39600130101202e+37,4,,,,423052,,423052,-423052,,-423052
23,23960013,2.39600130101202e+37,5,22652994,,22652994,6978049,,6978049,15674945,,15674945
23,23960013,2.39600130101202e+37,6,420488,,420488,281290,,281290,139198,,139198
23,23960013,2.39600130101202e+37,7,,,,,,,,,
23,23960013,2.39600130101202e+37,8,,,,,,,,,
23,23960013,2.39600130101202e+37,9,,,,,,,,,
23,23960013,2.39600130101202e+37,10,4186593,,4186593,1747756,,1747756,2438837,,2438837
23,23960013,2.39600130101202e+37,11,,,,,,,,,
23,23960013,2.39600130101202e+37,12,2930514,,2930514,855773,,855773,2074741,,2074741
23,23960013,2.39600130101202e+37,13,,,,,,,,,
23,23960013,2.39600130101202e+37,14,2660690,,2660690,685062,,685062,1975628,,1975628
23,23960013,2.39600130101202e+37,15,,,,,,,,,
23,23960013,2.39600130101202e+37,16,,,,,,,,,
23,23960013,2.39600130101202e+37,17,,,,7811,,7811,-7811,,-7811
23,23960013,2.39600130101202e+37,18,,,,,,,,,
23,23960013,2.39600130101202e+37,19,33296144,0,33296144,11216462,0,11216462,22079682,0,22079682
23,23960013,2.39600130101202e+37,20,,,,,,,,,
23,23960013,2.39600130101202e+37,21,33296144,0,33296144,11216462,0,11216462,22079682,0,22079682
23,23960013,2.39600130101202e+37,22,,,7117107,,,2603529,,,4513578
23,23960025,2.39600250101202e+37,1,,,,27421754,18483750,45905504,-27421754,-18483750,-45905504
23,23960025,2.39600250101202e+37,2,78852812,53151074,132003886,,,,78852812,53151074,132003886
23,23960025,2.39600250101202e+37,3,,,,,,,,,
23,23960025,2.39600250101202e+37,4,,,,6738899,3927020,10665919,-6738899,-3927020,-10665919
23,23960025,2.39600250101202e+37,5,641096921,509779076,1150875997,585987774,472148382,1058136156,55109147,37630694,92739841
23,23960025,2.39600250101202e+37,6,22002001,12716862,34718863,20371581,12202690,32574271,1630420,514172,2144592
23,23960025,2.39600250101202e+37,7,18264908,16104440,34369348,16413623,14747372,31160995,1851285,1357068,3208353
23,23960025,2.39600250101202e+37,8,,,,,,,,,
23,23960025,2.39600250101202e+37,9,,,,,,,,,
23,23960025,2.39600250101202e+37,10,280387429,214122791,494510220,258509322,199064745,457574067,21878107,15058046,36936153
23,23960025,2.39600250101202e+37,11,34727199,41018001,75745200,32159496,39359548,71519044,2567703,1658453,4226156
23,23960025,2.39600250101202e+37,12,,,,,,,,,
23,23960025,2.39600250101202e+37,13,191235720,307316004,498551724,141130312,232609894,373740206,50105408,74706110,124811518
23,23960025,2.39600250101202e+37,14,25274058,39955072,65229130,17451241,23178624,40629865,7822817,16776448,24599265
23,23960025,2.39600250101202e+37,15,,,,1148167,1629715,2777882,-1148167,-1629715,-2777882
23,23960025,2.39600250101202e+37,16,,,,853990,3817651,4671641,-853990,-3817651,-4671641
23,23960025,2.39600250101202e+37,17,,,,48898954,32122104,81021058,-48898954,-32122104,-81021058
23,23960025,2.39600250101202e+37,18,,,,-50,-159,-209,50,159,209
23,23960025,2.39600250101202e+37,19,1291841048,1194163320,2486004368,1157085063,1053291336,2210376399,134755985,140871984,275627969
23,23960025,2.39600250101202e+37,20,,,,,,,,,
23,23960025,2.39600250101202e+37,21,1291841048,1194163320,2486004368,1157085063,1053291336,2210376399,134755985,140871984,275627969
23,23960025,2.39600250101202e+37,22,,,1068807144,,,902833317,,,165973827
23,23960028,2.39600280101202e+37,1,,,,379765,,379765,-379765,,-379765
23,23960028,2.39600280101202e+37,2,1773813,,1773813,,,,1773813,,1773813
23,23960028,2.39600280101202e+37,3,,,,,,,,,
23,23960028,2.39600280101202e+37,4,,,,,,,,,
23,23960028,2.39600280101202e+37,5,48086893,,48086893,37155721,,37155721,10931172,,10931172
23,23960028,2.39600280101202e+37,6,2907629,,2907629,2551594,,2551594,356035,,356035
23,23960028,2.39600280101202e+37,7,,,,,,,,,
23,23960028,2.39600280101202e+37,8,,,,,,,,,
23,23960028,2.39600280101202e+37,9,,,,,,,,,
23,23960028,2.39600280101202e+37,10,44277296,,44277296,35335169,,35335169,8942127,,8942127
23,23960028,2.39600280101202e+37,11,,,,,,,,,
23,23960028,2.39600280101202e+37,12,11215290,,11215290,8770366,,8770366,2444924,,2444924
23,23960028,2.39600280101202e+37,13,,,,,,,,,
23,23960028,2.39600280101202e+37,14,357264,,357264,2016271,,2016271,-1659007,,-1659007
23,23960028,2.39600280101202e+37,15,,,,,,,,,
23,23960028,2.39600280101202e+37,16,,,,,,,,,
23,23960028,2.39600280101202e+37,17,,,,,,,,,
23,23960028,2.39600280101202e+37,18,,,,,,,,,
23,23960028,2.39600280101202e+37,19,108618185,0,108618185,86208886,0,86208886,22409299,0,22409299
23,23960028,2.39600280101202e+37,20,,,,,,,,,
23,23960028,2.39600280101202e+37,21,108618185,0,108618185,86208886,0,86208886,22409299,0,22409299
23,23960028,2.39600280101202e+37,22,,,55492586,,,44105535,,,11387051
23,23960032,2.39600320701202e+37,1,,,,1449907,4345205,5795112,-1449907,-4345205,-5795112
23,23960032,2.39600320701202e+37,2,8703315,13596122,22299437,,,,8703315,13596122,22299437
23,23960032,2.39600320701202e+37,3,,,,,,,,,
23,23960032,2.39600320701202e+37,4,,,,7408371,5183820,12592191,-7408371,-5183820,-12592191
23,23960032,2.39600320701202e+37,5,239557310,131806009,371363319,195630715,92652628,288283343,43926595,39153381,83079976
23,23960032,2.39600320701202e+37,6,7313229,3209034,10522263,7702181,2409329,10111510,-388952,799705,410753
23,23960032,2.39600320701202e+37,7,357092,846159,1203251,288643,495911,784554,68449,350248,418697
23,23960032,2.39600320701202e+37,8,,,,,,,,,
23,23960032,2.39600320701202e+37,9,,,,,,,,,
23,23960032,2.39600320701202e+37,10,147385802,92694835,240080637,122748764,66590010,189338774,24637038,26104825,50741863
23,23960032,2.39600320701202e+37,11,7632546,8861446,16493992,6888587,8190688,15079275,743959,670758,1414717
23,23960032,2.39600320701202e+37,12,2189549,3423251,5612800,811381,1471189,2282570,1378168,1952062,3330230
23,23960032,2.39600320701202e+37,13,26389691,25646929,52036620,7156882,20439883,27596765,19232809,5207046,24439855
23,23960032,2.39600320701202e+37,14,8799473,12059821,20859294,6458799,3679893,10138692,2340674,8379928,10720602
23,23960032,2.39600320701202e+37,15,,,,1964806,4289635,6254441,-1964806,-4289635,-6254441
23,23960032,2.39600320701202e+37,16,,,,,,,,,
23,23960032,2.39600320701202e+37,17,,,,,,,,,
23,23960032,2.39600320701202e+37,18,,,,,,,,,
23,23960032,2.39600320701202e+37,19,448328007,292143606,740471613,358509036,209748191,568257227,89818971,82395415,172214386
23,23960032,2.39600320701202e+37,20,0,0,0,,,,0,0,0
23,23960032,2.39600320701202e+37,21,448328007,292143606,740471613,358509036,209748191,568257227,89818971,82395415,172214386
23,23960032,2.39600320701202e+37,22,,,314224049,,,234297384,,,79926665
23,23960034,2.39600340101202e+37,1,,,,12967372,8755629,21723001,-12967372,-8755629,-21723001
23,23960034,2.39600340101202e+37,2,13379456,21358845,34738301,,,,13379456,21358845,34738301
23,23960034,2.39600340101202e+37,3,,,,,,,,,
23,23960034,2.39600340101202e+37,4,,,,,,,,,
23,23960034,2.39600340101202e+37,5,110933303,93306716,204240019,98474867,86590976,185065843,12458436,6715740,19174176
23,23960034,2.39600340101202e+37,6,1978929,5124031,7102960,1824733,4488060,6312793,154196,635971,790167
23,23960034,2.39600340101202e+37,7,28138522,26496482,54635004,19293870,20823485,40117355,8844652,5672997,14517649
23,23960034,2.39600340101202e+37,8,,,,,,,,,
23,23960034,2.39600340101202e+37,9,,,,,,,,,
23,23960034,2.39600340101202e+37,10,92285207,80484579,172769786,80718242,74102146,154820388,11566965,6382433,17949398
23,23960034,2.39600340101202e+37,11,9095656,19744505,28840161,8110776,18360250,26471026,984880,1384255,2369135
23,23960034,2.39600340101202e+37,12,72537577,97924713,170462290,58533175,80258057,138791232,14004402,17666656,31671058
23,23960034,2.39600340101202e+37,13,,,,,,,,,
23,23960034,2.39600340101202e+37,14,17042445,20092223,37134668,13152311,16382618,29534929,3890134,3709605,7599739
23,23960034,2.39600340101202e+37,15,,,,,,,,,
23,23960034,2.39600340101202e+37,16,,,,304622,1052306,1356928,-304622,-1052306,-1356928
23,23960034,2.39600340101202e+37,17,,,,15636469,19396807,35033276,-15636469,-19396807,-35033276
23,23960034,2.39600340101202e+37,18,,,,,,,,,
23,23960034,2.39600340101202e+37,19,345391095,364532094,709923189,309016437,330210334,639226771,36374658,34321760,70696418
